province,ssp,year,temp_grad_z,log_effort_visits_z,hazard_xgb
Hubei,SSP585,2050,6.71743339128141,2.43307171202928,0.0345037579536438
Hubei,SSP585,2080,12.297130607455,2.43307171202928,0.0345037579536438
Hunan,SSP245,2030,1.79110549212117,2.23610659847637,0.034127376973629
Hunan,SSP245,2050,3.18602979616457,2.23610659847637,0.0345037579536438
Hunan,SSP245,2080,5.27841625222966,2.23610659847637,0.0345037579536438
Hunan,SSP585,2030,2.48856764414287,2.23610659847637,0.0345037579536438
Hunan,SSP585,2050,6.20836578825859,2.23610659847637,0.0345037579536438
Hunan,SSP585,2080,11.7880630044322,2.23610659847637,0.0345037579536438
Inner Mongolia,SSP245,2030,2.65951134596934,1.74512696642787,0.0346963480114937
Inner Mongolia,SSP245,2050,4.05443565001274,1.74512696642787,0.0346963480114937
Inner Mongolia,SSP245,2080,6.14682210607783,1.74512696642787,0.0346963480114937
Inner Mongolia,SSP585,2030,3.35697349799104,1.74512696642787,0.0346963480114937
Inner Mongolia,SSP585,2050,7.07677164210676,1.74512696642787,0.0346963480114937
Inner Mongolia,SSP585,2080,12.6564688582803,1.74512696642787,0.0346963480114937
Jiangsu,SSP245,2030,2.33211905412859,2.66020962572568,0.0345037579536438
Jiangsu,SSP245,2050,3.72704335817199,2.66020962572568,0.0345037579536438
Jiangsu,SSP245,2080,5.81942981423708,2.66020962572568,0.0345037579536438
Jiangsu,SSP585,2030,3.02958120615029,2.66020962572568,0.0345037579536438
Jiangsu,SSP585,2050,6.74937935026601,2.66020962572568,0.0345037579536438
Jiangsu,SSP585,2080,12.3290765664396,2.66020962572568,0.0345037579536438
Jiangxi,SSP245,2030,1.93957770752806,2.03646544259743,0.034127376973629
Jiangxi,SSP245,2050,3.33450201157146,2.03646544259743,0.0345037579536438
Jiangxi,SSP245,2080,5.42688846763655,2.03646544259743,0.0345037579536438
Jiangxi,SSP585,2030,2.63703985954976,2.03646544259743,0.0345037579536438
Jiangxi,SSP585,2050,6.35683800366548,2.03646544259743,0.0345037579536438
Jiangxi,SSP585,2080,11.9365352198391,2.03646544259743,0.0345037579536438
Jilin,SSP245,2030,0.473635888840846,1.43087385172655,0.0544730871915817
Jilin,SSP245,2050,1.86856019288424,1.43087385172655,0.0345722623169422
Jilin,SSP245,2080,3.96094664894934,1.43087385172655,0.0349533706903458
Jilin,SSP585,2030,1.17109804086254,1.43087385172655,0.0478329099714756
Jilin,SSP585,2050,4.89089618497827,1.43087385172655,0.0349533706903458
Jilin,SSP585,2080,10.4705934011519,1.43087385172655,0.0349533706903458
Liaoning,SSP245,2030,2.4313831447557,1.81521110271711,0.0345037579536438
Liaoning,SSP245,2050,3.8263074487991,1.81521110271711,0.0345037579536438
Liaoning,SSP245,2080,5.91869390486419,1.81521110271711,0.0345037579536438
Liaoning,SSP585,2030,3.1288452967774,1.81521110271711,0.0345037579536438
Liaoning,SSP585,2050,6.84864344089312,1.81521110271711,0.0345037579536438
Liaoning,SSP585,2080,12.4283406570667,1.81521110271711,0.0345037579536438
Ningxia,SSP245,2030,2.31136161258017,1.03182570602048,0.0349533706903458
Ningxia,SSP245,2050,3.70628591662357,1.03182570602048,0.0349533706903458
Ningxia,SSP245,2080,5.79867237268866,1.03182570602048,0.0349533706903458
Ningxia,SSP585,2030,3.00882376460187,1.03182570602048,0.0349533706903458
Ningxia,SSP585,2050,6.72862190871759,1.03182570602048,0.0349533706903458
Ningxia,SSP585,2080,12.3083191248912,1.03182570602048,0.0349533706903458
Qinghai,SSP245,2030,0.532381217598592,1.64452326421822,0.0519556291401386
Qinghai,SSP245,2050,1.92730552164199,1.64452326421822,0.0343179404735565
Qinghai,SSP245,2080,4.01969197770708,1.64452326421822,0.0346963480114937
Qinghai,SSP585,2030,1.22984336962029,1.64452326421822,0.0405866801738739
Qinghai,SSP585,2050,4.94964151373602,1.64452326421822,0.0346963480114937
Qinghai,SSP585,2080,10.5293387299096,1.64452326421822,0.0346963480114937
Shaanxi,SSP245,2030,2.88638130180618,1.82517891960298,0.0345037579536438
Shaanxi,SSP245,2050,4.28130560584958,1.82517891960298,0.0345037579536438
Shaanxi,SSP245,2080,6.37369206191467,1.82517891960298,0.0345037579536438
Shaanxi,SSP585,2030,3.58384345382788,1.82517891960298,0.0345037579536438
Shaanxi,SSP585,2050,7.3036415979436,1.82517891960298,0.0345037579536438
Shaanxi,SSP585,2080,12.8833388141172,1.82517891960298,0.0345037579536438
Shandong,SSP245,2030,2.79074652353571,2.0631809394978,0.0345037579536438
Shandong,SSP245,2050,4.18567082757911,2.0631809394978,0.0345037579536438
Shandong,SSP245,2080,6.2780572836442,2.0631809394978,0.0345037579536438
Shandong,SSP585,2030,3.48820867555741,2.0631809394978,0.0345037579536438
Shandong,SSP585,2050,7.20800681967313,2.0631809394978,0.0345037579536438
Shandong,SSP585,2080,12.7877040358467,2.0631809394978,0.0345037579536438
Shanghai,SSP245,2030,0.757533345928268,2.23089481099051,0.0588610284030438
Shanghai,SSP245,2050,2.15245764997167,2.23089481099051,0.0345037579536438
Shanghai,SSP245,2080,4.24484410603676,2.23089481099051,0.0345037579536438
Shanghai,SSP585,2030,1.45499549794997,2.23089481099051,0.0412228293716908
Shanghai,SSP585,2050,5.17479364206569,2.23089481099051,0.0345037579536438
Shanghai,SSP585,2080,10.7544908582393,2.23089481099051,0.0345037579536438
Shanxi,SSP245,2030,3.04524836081068,1.73840416579912,0.0346963480114937
Shanxi,SSP245,2050,4.44017266485408,1.73840416579912,0.0346963480114937
Shanxi,SSP245,2080,6.53255912091917,1.73840416579912,0.0346963480114937
Shanxi,SSP585,2030,3.74271051283238,1.73840416579912,0.0346963480114937
Shanxi,SSP585,2050,7.4625086569481,1.73840416579912,0.0346963480114937
Shanxi,SSP585,2080,13.0422058731217,1.73840416579912,0.0346963480114937
Sichuan,SSP245,2030,1.36106863226852,2.47256390628943,0.03877217695117
Sichuan,SSP245,2050,2.75599293631191,2.47256390628943,0.0345037579536438
Sichuan,SSP245,2080,4.84837939237701,2.47256390628943,0.0345037579536438
Sichuan,SSP585,2030,2.05853078429021,2.47256390628943,0.032827015966177
Sichuan,SSP585,2050,5.77832892840594,2.47256390628943,0.0345037579536438
Sichuan,SSP585,2080,11.3580261445795,2.47256390628943,0.0345037579536438
Taiwan,SSP245,2030,1.97850679533985,0.7654592509347,0.0366276130080223
Taiwan,SSP245,2050,3.37343109938325,0.7654592509347,0.0349533706903458
Taiwan,SSP245,2080,5.46581755544834,0.7654592509347,0.0349533706903458
Taiwan,SSP585,2030,2.67596894736155,0.7654592509347,0.0349533706903458
Taiwan,SSP585,2050,6.39576709147727,0.7654592509347,0.0349533706903458
Taiwan,SSP585,2080,11.9754643076509,0.7654592509347,0.0349533706903458
Tianjin,SSP245,2030,1.3322798056002,1.98599653617562,0.03877217695117
Tianjin,SSP245,2050,2.7272041096436,1.98599653617562,0.0345037579536438
Tianjin,SSP245,2080,4.81959056570869,1.98599653617562,0.0345037579536438
Tianjin,SSP585,2030,2.0297419576219,1.98599653617562,0.032827015966177
Tianjin,SSP585,2050,5.74954010173762,1.98599653617562,0.0345037579536438
Tianjin,SSP585,2080,11.3292373179112,1.98599653617562,0.0345037579536438
Tibet,SSP245,2030,0.774702570844931,1.69551554577059,0.0544755682349205
Tibet,SSP245,2050,2.16962687488833,1.69551554577059,0.0346963480114937
Tibet,SSP245,2080,4.26201333095342,1.69551554577059,0.0346963480114937
Tibet,SSP585,2030,1.47216472286663,1.69551554577059,0.0414513126015663
Tibet,SSP585,2050,5.19196286698235,1.69551554577059,0.0346963480114937
Tibet,SSP585,2080,10.7716600831559,1.69551554577059,0.0346963480114937
Xinjiang,SSP245,2030,1.76540328978956,2.03325886584672,0.034127376973629
Xinjiang,SSP245,2050,3.16032759383296,2.03325886584672,0.0345037579536438
Xinjiang,SSP245,2080,5.25271404989805,2.03325886584672,0.0345037579536438
Xinjiang,SSP585,2030,2.46286544181126,2.03325886584672,0.0345037579536438
Xinjiang,SSP585,2050,6.18266358592698,2.03325886584672,0.0345037579536438
Xinjiang,SSP585,2080,11.7623608021006,2.03325886584672,0.0345037579536438
Yunnan,SSP245,2030,1.28118390816859,-1.14193146479936,0.0338074080646038
Yunnan,SSP245,2050,2.67610821221199,-1.14193146479936,0.0249127224087715
Yunnan,SSP245,2080,4.76849466827708,-1.14193146479936,0.0268522873520851
Yunnan,SSP585,2030,1.97864606019029,-1.14193146479936,0.0311964694410563
Yunnan,SSP585,2050,5.69844420430601,-1.14193146479936,0.0268522873520851
Yunnan,SSP585,2080,11.2781414204796,-1.14193146479936,0.0268522873520851
Zhejiang,SSP245,2030,2.17922966265538,2.6653095565518,0.0345037579536438
Zhejiang,SSP245,2050,3.57415396669878,2.6653095565518,0.0345037579536438
Zhejiang,SSP245,2080,5.66654042276387,2.6653095565518,0.0345037579536438
Zhejiang,SSP585,2030,2.87669181467708,2.6653095565518,0.0345037579536438
Zhejiang,SSP585,2050,6.5964899587928,2.6653095565518,0.0345037579536438
Zhejiang,SSP585,2080,12.1761871749664,2.6653095565518,0.0345037579536438
